F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
0.032873429024197647,0.018924501566613357,0.02132468928728617,0.026444494347714988,0.015222214998824122,0.013545635380894731,0.01696592091892585,0.09781321924454173,0.12153069112508584,0.11223523859878659,163.4762678561314,179.44049172030668,208.250764840104,0.0,0.0,0.0,475.40029672887124,480.58098467729417,0.0,80.95249743408493
0.11340325640419782,0.2882842010769026,1.0,0.44719789403446375,0.6688820250435566,0.3808108634139016,0.22244104403915493,0.12478639750286566,0.045632734760969386,0.10923878800390677,0.0,255.26161793707044,0.0,190.27982665116386,155.96048793706942,225.27132732583655,0.0,125.01278278761404,214.323279963425,61.52653452412992
0.1641714170039213,0.20624433367230866,0.2935767917105048,0.4056465027155767,0.2598304704525748,0.37309916895891054,0.18537810374815164,0.17805239773799314,0.1771778813779403,0.1545641561988699,256.7477367917764,480.58098467729417,182.40934634174138,269.2900705582373,259.7724986918218,246.69406356357607,106.32554425402911,241.2948787061786,218.57227090675224,0.0
0.056681182224538065,0.2317812913506721,0.25180540297957865,0.19946827080854973,0.15945106167691384,0.12941223171336047,0.0903962938188723,0.08981625791098342,0.19245839578113516,0.0426777829690604,177.27650648826656,95.29697056660255,88.41858438000291,103.82237634738121,100.05356065972803,219.66097378632253,180.17360827975062,113.7289911911522,0.0,0.0
0.16036677330603688,0.34929467742828924,0.2879414523559274,0.28903184246601293,0.19918129974109694,0.19805575600627642,0.26637399863448585,0.14990920428922058,0.07146283712238194,0.09288093610820984,0.0,138.34689680675865,248.08182575333427,0.0,127.91361483357076,127.91361483357076,52.20393430345801,266.04099137348817,234.86939336117464,253.79260411489233
0.1344545428093415,0.23256187936512696,0.14053110849981582,0.09217055636477925,0.11328647041621762,0.11103301494224743,0.10055670402677977,0.09824827812350119,0.05652839205704474,0.025498237750248114,264.44567643849615,0.0,0.0,0.0,226.4279651333943,224.12644612220174,0.0,0.0,0.0,0.0
0.025971999181106886,0.09958886792859488,0.17457546793515813,0.1581138927868611,0.10687414036381206,0.09384670311697209,0.08405397430055139,0.08240564753011184,0.021726668909783656,0.027275291048424046,262.8693800722246,281.31471468133253,0.0,0.0,0.0,0.0,174.47109821549947,0.0,198.86011402773588,0.0
0.01692539958309588,0.0778571300026707,0.13310140451688193,0.07076551769485835,0.9299365592966294,0.12317443651319478,0.1976030255155935,0.06985599573783503,0.03786316804858947,0.043246244997346986,0.0,178.7133170062,246.69406356357607,0.0,0.0,302.54398462869506,0.0,200.66987518551656,233.62514404487422,209.23884075443013
0.0774686956904649,0.13308065555530074,0.18114244982964756,0.37205070369901727,0.09037475852852678,0.08015168242712153,0.204805175192123,0.17229788481536934,0.07624045301998283,0.07985843260696775,237.39808007451066,182.40934634174138,261.31176419469705,0.0,0.0,252.3404017000244,243.96460242823332,233.62514404487422,429.138900597709,433.3559045210915
0.0837766375750663,0.12377759906488647,0.06064261745855367,0.09084810051072723,0.24219791496400597,0.09453287185273747,0.05928348063237094,0.08148225649330283,0.06766674890140541,0.04303626794321435,455.748333986459,442.04353131638163,242.622396635733,222.99314317949577,218.57227090675224,0.0,161.67827059185987,248.08182575333427,0.0,0.0
0.04122782726014431,0.04688786613600527,0.08126408578347,0.12603373113598476,0.08155399189177061,0.15716508738443732,0.3117474085475953,0.4930852431490787,0.22540671409698984,0.17960662921918932,127.91361483357076,84.03778940992957,103.33581987642852,213.2867196800768,0.0,60.18309428455785,234.86939336117464,236.1269669773313,0.0,0.0
0.08936345483610689,0.19268920141950988,0.2702331323862881,0.15417135451772865,0.14127435788535525,0.40133985133790673,0.3718998315138526,0.2894655185061077,0.48890270678337655,0.5596528047361309,252.3404017000244,258.2512611821491,308.9015564679397,0.0,256.7477367917764,270.9445530176621,294.4634279674759,362.1762214535287,0.0,248.08182575333427
0.5442562823155401,0.5147709607166732,0.5901217013257867,0.8760786503591044,0.698836067430963,0.4569657104159663,0.334511897255492,0.43531840726301757,0.12587054933143688,0.10051442131451774,237.39808007451066,0.0,210.23633750583537,0.0,0.0,120.56957219751406,231.17578014711899,245.32174120286635,229.97025741034074,99.60161074500624
0.20647725898908942,0.20804654025295433,0.2206574768594811,0.25632458439542805,0.13935886519457485,0.41595050953302204,0.48039297023483596,0.2830213926177548,0.27883082382124313,0.23536772584710583,85.50423570004428,111.14921808651847,133.7320323018967,465.3669372727441,320.1128202556736,294.4634279674759,329.6852906642686,224.12644612220174,0.0,204.39004979124425
0.3969552993043526,0.5485666539630618,0.5422070499487167,0.1788323201773876,0.2852438102107208,0.43663149403733686,0.24670893461720997,0.20286672808003559,0.1787687621581645,0.18797538856777363,148.60296704078536,0.0,0.0,0.0,122.24060360469468,121.56666337627576,129.4151072488552,0.0,87.71512433644476,0.0
0.25263021082445697,0.27837629610193554,0.20219058981997345,0.13673619592282396,0.15336476178621755,0.11490086231651876,0.0747075498542043,0.050902155420204716,0.022502849304068394,0.08880076457092644,0.0,0.0,171.08677875609058,170.42560941375265,0.0,0.0,0.0,0.0,197.96741963047748,0.0
