file,snr,maxSilence,minimumAudioLength,energyWindow4Analysis,pitchWindow4Analysis,featurewindowsize,featurewindowshift,minNFeaturesInCluster,nClasses,nhidden,minibatch,nEpochs,accuracy,precision,recall,f1,tp,tn,fp,fn,kappa,kappa_lk,kappa_f
C:\Users\Utente\Ricerca\Experiments\NINA Infant Cry\TIN\TIN1\TIN1.wav,4.404895947351521,0.5,5.0,0.1,0.1,0.3,0.1,5,2,3,150,2,0.5675506073777549,0.5417549599363101,0.8215368998924867,0.6529367678368546,547114,216220,462778,118850,0.13928631273867847,Slight,Marginal
C:\Users\Utente\Ricerca\Experiments\NINA Infant Cry\TIN\TIN1\TIN1.wav,4.404895947351521,0.5,5.0,0.1,0.1,0.3,0.1,5,2,3,150,2,0.5675506073777549,0.5417549599363101,0.8215368998924867,0.6529367678368546,547114,216220,462778,118850,0.13928631273867847,Slight,Marginal
C:\Users\Utente\Ricerca\Experiments\NINA Infant Cry\TIN\TIN1\TIN1.wav,4.404895947351521,0.5,5.0,0.1,0.1,0.3,0.1,5,2,3,150,2,0.5675506073777549,0.5417549599363101,0.8215368998924867,0.6529367678368546,547114,216220,462778,118850,0.13928631273867847,Slight,Marginal
C:\Users\Utente\Ricerca\Experiments\NINA Infant Cry\TIN\TIN1\TIN1.wav,4.404895947351521,0.5,5.0,0.1,0.1,0.3,0.1,5,2,3,150,2,0.5675506073777549,0.5417549599363101,0.8215368998924867,0.6529367678368546,547114,216220,462778,118850,0.13928631273867847,Slight,Marginal
C:\Users\Utente\Ricerca\Experiments\NINA Infant Cry\TIN\TIN1\TIN1.wav,4.404895947351521,0.5,5.0,0.1,0.1,0.3,0.1,5,2,3,150,2,0.5675506073777549,0.5417549599363101,0.8215368998924867,0.6529367678368546,547114,216220,462778,118850,0.13928631273867847,Slight,Marginal
